date_added,date_id,year,month,month_name,day,day_of_week,day_name,quarter
2019-08-23,1030,2019,8,August,23,4,Friday,3
2019-08-24,1031,2019,8,August,24,5,Saturday,3
2019-08-25,1032,2019,8,August,25,6,Sunday,3
2019-08-26,1033,2019,8,August,26,0,Monday,3
2019-08-27,1034,2019,8,August,27,1,Tuesday,3
2019-08-28,1035,2019,8,August,28,2,Wednesday,3
2019-08-29,1036,2019,8,August,29,3,Thursday,3
2019-08-30,1037,2019,8,August,30,4,Friday,3
2019-08-31,1038,2019,8,August,31,5,Saturday,3
2019-09-01,1039,2019,9,September,1,6,Sunday,3
2019-09-04,1040,2019,9,September,4,2,Wednesday,3
2019-09-05,1041,2019,9,September,5,3,Thursday,3
2019-09-06,1042,2019,9,September,6,4,Friday,3
2019-09-09,1043,2019,9,September,9,0,Monday,3
2019-09-10,1044,2019,9,September,10,1,Tuesday,3
2019-09-11,1045,2019,9,September,11,2,Wednesday,3
2019-09-12,1046,2019,9,September,12,3,Thursday,3
2019-09-13,1047,2019,9,September,13,4,Friday,3
2019-09-14,1048,2019,9,September,14,5,Saturday,3
2019-09-15,1049,2019,9,September,15,6,Sunday,3
2019-09-16,1050,2019,9,September,16,0,Monday,3
2019-09-17,1051,2019,9,September,17,1,Tuesday,3
2019-09-18,1052,2019,9,September,18,2,Wednesday,3
2019-09-19,1053,2019,9,September,19,3,Thursday,3
2019-09-20,1054,2019,9,September,20,4,Friday,3
2019-09-21,1055,2019,9,September,21,5,Saturday,3
2019-09-22,1056,2019,9,September,22,6,Sunday,3
2019-09-23,1057,2019,9,September,23,0,Monday,3
2019-09-24,1058,2019,9,September,24,1,Tuesday,3
2019-09-25,1059,2019,9,September,25,2,Wednesday,3
2019-09-26,1060,2019,9,September,26,3,Thursday,3
2019-09-27,1061,2019,9,September,27,4,Friday,3
2019-09-28,1062,2019,9,September,28,5,Saturday,3
2019-09-30,1063,2019,9,September,30,0,Monday,3
2019-10-01,1064,2019,10,October,1,1,Tuesday,4
2019-10-02,1065,2019,10,October,2,2,Wednesday,4
2019-10-03,1066,2019,10,October,3,3,Thursday,4
2019-10-04,1067,2019,10,October,4,4,Friday,4
2019-10-05,1068,2019,10,October,5,5,Saturday,4
2019-10-06,1069,2019,10,October,6,6,Sunday,4
2019-10-07,1070,2019,10,October,7,0,Monday,4
2019-10-08,1071,2019,10,October,8,1,Tuesday,4
2019-10-09,1072,2019,10,October,9,2,Wednesday,4
2019-10-10,1073,2019,10,October,10,3,Thursday,4
2019-10-11,1074,2019,10,October,11,4,Friday,4
2019-10-13,1075,2019,10,October,13,6,Sunday,4
2019-10-14,1076,2019,10,October,14,0,Monday,4
2019-10-15,1077,2019,10,October,15,1,Tuesday,4
2019-10-16,1078,2019,10,October,16,2,Wednesday,4
2019-10-17,1079,2019,10,October,17,3,Thursday,4
2019-10-18,1080,2019,10,October,18,4,Friday,4
2019-10-19,1081,2019,10,October,19,5,Saturday,4
2019-10-21,1082,2019,10,October,21,0,Monday,4
2019-10-22,1083,2019,10,October,22,1,Tuesday,4
2019-10-23,1084,2019,10,October,23,2,Wednesday,4
2019-10-24,1085,2019,10,October,24,3,Thursday,4
2019-10-25,1086,2019,10,October,25,4,Friday,4
2019-10-26,1087,2019,10,October,26,5,Saturday,4
2019-10-27,1088,2019,10,October,27,6,Sunday,4
2019-10-28,1089,2019,10,October,28,0,Monday,4
2019-10-29,1090,2019,10,October,29,1,Tuesday,4
2019-10-30,1091,2019,10,October,30,2,Wednesday,4
2019-10-31,1092,2019,10,October,31,3,Thursday,4
2019-11-01,1093,2019,11,November,1,4,Friday,4
2019-11-02,1094,2019,11,November,2,5,Saturday,4
2019-11-04,1095,2019,11,November,4,0,Monday,4
2019-11-05,1096,2019,11,November,5,1,Tuesday,4
2019-11-06,1097,2019,11,November,6,2,Wednesday,4
2019-11-07,1098,2019,11,November,7,3,Thursday,4
2019-11-08,1099,2019,11,November,8,4,Friday,4
2019-11-09,1100,2019,11,November,9,5,Saturday,4
2019-11-11,1101,2019,11,November,11,0,Monday,4
2019-11-12,1102,2019,11,November,12,1,Tuesday,4
2019-11-13,1103,2019,11,November,13,2,Wednesday,4
2019-11-14,1104,2019,11,November,14,3,Thursday,4
2019-11-15,1105,2019,11,November,15,4,Friday,4
2019-11-16,1106,2019,11,November,16,5,Saturday,4
2019-11-17,1107,2019,11,November,17,6,Sunday,4
2019-11-19,1108,2019,11,November,19,1,Tuesday,4
2019-11-20,1109,2019,11,November,20,2,Wednesday,4
2019-11-21,1110,2019,11,November,21,3,Thursday,4
2019-11-22,1111,2019,11,November,22,4,Friday,4
2019-11-23,1112,2019,11,November,23,5,Saturday,4
2019-11-24,1113,2019,11,November,24,6,Sunday,4
2019-11-25,1114,2019,11,November,25,0,Monday,4
2019-11-26,1115,2019,11,November,26,1,Tuesday,4
2019-11-27,1116,2019,11,November,27,2,Wednesday,4
2019-11-28,1117,2019,11,November,28,3,Thursday,4
2019-11-29,1118,2019,11,November,29,4,Friday,4
2019-11-30,1119,2019,11,November,30,5,Saturday,4
2019-12-01,1120,2019,12,December,1,6,Sunday,4
2019-12-02,1121,2019,12,December,2,0,Monday,4
2019-12-03,1122,2019,12,December,3,1,Tuesday,4
2019-12-04,1123,2019,12,December,4,2,Wednesday,4
2019-12-05,1124,2019,12,December,5,3,Thursday,4
2019-12-06,1125,2019,12,December,6,4,Friday,4
2019-12-07,1126,2019,12,December,7,5,Saturday,4
2019-12-08,1127,2019,12,December,8,6,Sunday,4
2019-12-09,1128,2019,12,December,9,0,Monday,4
2019-12-10,1129,2019,12,December,10,1,Tuesday,4
2019-12-11,1130,2019,12,December,11,2,Wednesday,4
2019-12-12,1131,2019,12,December,12,3,Thursday,4
2019-12-13,1132,2019,12,December,13,4,Friday,4
2019-12-15,1133,2019,12,December,15,6,Sunday,4
2019-12-16,1134,2019,12,December,16,0,Monday,4
2019-12-17,1135,2019,12,December,17,1,Tuesday,4
2019-12-18,1136,2019,12,December,18,2,Wednesday,4
2019-12-19,1137,2019,12,December,19,3,Thursday,4
2019-12-20,1138,2019,12,December,20,4,Friday,4
2019-12-21,1139,2019,12,December,21,5,Saturday,4
2019-12-22,1140,2019,12,December,22,6,Sunday,4
2019-12-24,1141,2019,12,December,24,1,Tuesday,4
2019-12-25,1142,2019,12,December,25,2,Wednesday,4
2019-12-26,1143,2019,12,December,26,3,Thursday,4
2019-12-27,1144,2019,12,December,27,4,Friday,4
2019-12-28,1145,2019,12,December,28,5,Saturday,4
2019-12-30,1146,2019,12,December,30,0,Monday,4
2019-12-31,1147,2019,12,December,31,1,Tuesday,4
2020-01-01,1148,2020,1,January,1,2,Wednesday,1
2020-01-02,1149,2020,1,January,2,3,Thursday,1
2020-01-03,1150,2020,1,January,3,4,Friday,1
2020-01-04,1151,2020,1,January,4,5,Saturday,1
2020-01-07,1152,2020,1,January,7,1,Tuesday,1
2020-01-08,1153,2020,1,January,8,2,Wednesday,1
2020-01-09,1154,2020,1,January,9,3,Thursday,1
2020-01-10,1155,2020,1,January,10,4,Friday,1
2020-01-11,1156,2020,1,January,11,5,Saturday,1
2020-01-12,1157,2020,1,January,12,6,Sunday,1
2020-01-13,1158,2020,1,January,13,0,Monday,1
2020-01-14,1159,2020,1,January,14,1,Tuesday,1
2020-01-15,1160,2020,1,January,15,2,Wednesday,1
2020-01-16,1161,2020,1,January,16,3,Thursday,1
2020-01-17,1162,2020,1,January,17,4,Friday,1
2020-01-18,1163,2020,1,January,18,5,Saturday,1
2020-01-20,1164,2020,1,January,20,0,Monday,1
2020-01-21,1165,2020,1,January,21,1,Tuesday,1
2020-01-22,1166,2020,1,January,22,2,Wednesday,1
2020-01-23,1167,2020,1,January,23,3,Thursday,1
2020-01-24,1168,2020,1,January,24,4,Friday,1
2020-01-25,1169,2020,1,January,25,5,Saturday,1
2020-01-26,1170,2020,1,January,26,6,Sunday,1
2020-01-27,1171,2020,1,January,27,0,Monday,1
2020-01-29,1172,2020,1,January,29,2,Wednesday,1
2020-01-30,1173,2020,1,January,30,3,Thursday,1
2020-01-31,1174,2020,1,January,31,4,Friday,1
2020-02-01,1175,2020,2,February,1,5,Saturday,1
2020-02-03,1176,2020,2,February,3,0,Monday,1
2020-02-04,1177,2020,2,February,4,1,Tuesday,1
2020-02-05,1178,2020,2,February,5,2,Wednesday,1
2020-02-06,1179,2020,2,February,6,3,Thursday,1
2020-02-07,1180,2020,2,February,7,4,Friday,1
2020-02-08,1181,2020,2,February,8,5,Saturday,1
2020-02-09,1182,2020,2,February,9,6,Sunday,1
2020-02-10,1183,2020,2,February,10,0,Monday,1
2020-02-11,1184,2020,2,February,11,1,Tuesday,1
2020-02-12,1185,2020,2,February,12,2,Wednesday,1
2020-02-13,1186,2020,2,February,13,3,Thursday,1
2020-02-14,1187,2020,2,February,14,4,Friday,1
2020-02-15,1188,2020,2,February,15,5,Saturday,1
2020-02-16,1189,2020,2,February,16,6,Sunday,1
2020-02-17,1190,2020,2,February,17,0,Monday,1
2020-02-20,1191,2020,2,February,20,3,Thursday,1
2020-02-21,1192,2020,2,February,21,4,Friday,1
2020-02-22,1193,2020,2,February,22,5,Saturday,1
2020-02-23,1194,2020,2,February,23,6,Sunday,1
2020-02-25,1195,2020,2,February,25,1,Tuesday,1
2020-02-26,1196,2020,2,February,26,2,Wednesday,1
2020-02-27,1197,2020,2,February,27,3,Thursday,1
2020-02-28,1198,2020,2,February,28,4,Friday,1
2020-03-01,1199,2020,3,March,1,6,Sunday,1
2020-03-02,1200,2020,3,March,2,0,Monday,1
2020-03-03,1201,2020,3,March,3,1,Tuesday,1
2020-03-04,1202,2020,3,March,4,2,Wednesday,1
2020-03-05,1203,2020,3,March,5,3,Thursday,1
2020-03-06,1204,2020,3,March,6,4,Friday,1
2020-03-08,1205,2020,3,March,8,6,Sunday,1
2020-03-10,1206,2020,3,March,10,1,Tuesday,1
2020-03-11,1207,2020,3,March,11,2,Wednesday,1
2020-03-13,1208,2020,3,March,13,4,Friday,1
2020-03-14,1209,2020,3,March,14,5,Saturday,1
2020-03-15,1210,2020,3,March,15,6,Sunday,1
2020-03-16,1211,2020,3,March,16,0,Monday,1
2020-03-17,1212,2020,3,March,17,1,Tuesday,1
2020-03-18,1213,2020,3,March,18,2,Wednesday,1
2020-03-19,1214,2020,3,March,19,3,Thursday,1
2020-03-20,1215,2020,3,March,20,4,Friday,1
2020-03-21,1216,2020,3,March,21,5,Saturday,1
2020-03-22,1217,2020,3,March,22,6,Sunday,1
2020-03-23,1218,2020,3,March,23,0,Monday,1
2020-03-24,1219,2020,3,March,24,1,Tuesday,1
2020-03-25,1220,2020,3,March,25,2,Wednesday,1
2020-03-26,1221,2020,3,March,26,3,Thursday,1
2020-03-27,1222,2020,3,March,27,4,Friday,1
2020-03-28,1223,2020,3,March,28,5,Saturday,1
2020-03-29,1224,2020,3,March,29,6,Sunday,1
2020-03-31,1225,2020,3,March,31,1,Tuesday,1
2020-04-01,1226,2020,4,April,1,2,Wednesday,2
2020-04-02,1227,2020,4,April,2,3,Thursday,2
2020-04-03,1228,2020,4,April,3,4,Friday,2
2020-04-04,1229,2020,4,April,4,5,Saturday,2
2020-04-05,1230,2020,4,April,5,6,Sunday,2
2020-04-06,1231,2020,4,April,6,0,Monday,2
2020-04-07,1232,2020,4,April,7,1,Tuesday,2
2020-04-08,1233,2020,4,April,8,2,Wednesday,2
2020-04-09,1234,2020,4,April,9,3,Thursday,2
2020-04-10,1235,2020,4,April,10,4,Friday,2
2020-04-11,1236,2020,4,April,11,5,Saturday,2
2020-04-13,1237,2020,4,April,13,0,Monday,2
2020-04-14,1238,2020,4,April,14,1,Tuesday,2
2020-04-15,1239,2020,4,April,15,2,Wednesday,2
2020-04-16,1240,2020,4,April,16,3,Thursday,2
2020-04-17,1241,2020,4,April,17,4,Friday,2
2020-04-18,1242,2020,4,April,18,5,Saturday,2
2020-04-20,1243,2020,4,April,20,0,Monday,2
2020-04-21,1244,2020,4,April,21,1,Tuesday,2
2020-04-22,1245,2020,4,April,22,2,Wednesday,2
2020-04-23,1246,2020,4,April,23,3,Thursday,2
2020-04-24,1247,2020,4,April,24,4,Friday,2
2020-04-25,1248,2020,4,April,25,5,Saturday,2
2020-04-26,1249,2020,4,April,26,6,Sunday,2
2020-04-27,1250,2020,4,April,27,0,Monday,2
2020-04-28,1251,2020,4,April,28,1,Tuesday,2
2020-04-29,1252,2020,4,April,29,2,Wednesday,2
2020-04-30,1253,2020,4,April,30,3,Thursday,2
2020-05-01,1254,2020,5,May,1,4,Friday,2
2020-05-02,1255,2020,5,May,2,5,Saturday,2
2020-05-03,1256,2020,5,May,3,6,Sunday,2
2020-05-04,1257,2020,5,May,4,0,Monday,2
2020-05-05,1258,2020,5,May,5,1,Tuesday,2
2020-05-06,1259,2020,5,May,6,2,Wednesday,2
2020-05-07,1260,2020,5,May,7,3,Thursday,2
2020-05-08,1261,2020,5,May,8,4,Friday,2
2020-05-09,1262,2020,5,May,9,5,Saturday,2
2020-05-11,1263,2020,5,May,11,0,Monday,2
2020-05-12,1264,2020,5,May,12,1,Tuesday,2
2020-05-13,1265,2020,5,May,13,2,Wednesday,2
2020-05-14,1266,2020,5,May,14,3,Thursday,2
2020-05-15,1267,2020,5,May,15,4,Friday,2
2020-05-16,1268,2020,5,May,16,5,Saturday,2
2020-05-17,1269,2020,5,May,17,6,Sunday,2
2020-05-18,1270,2020,5,May,18,0,Monday,2
2020-05-19,1271,2020,5,May,19,1,Tuesday,2
2020-05-20,1272,2020,5,May,20,2,Wednesday,2
2020-05-21,1273,2020,5,May,21,3,Thursday,2
2020-05-22,1274,2020,5,May,22,4,Friday,2
2020-05-23,1275,2020,5,May,23,5,Saturday,2
2020-05-24,1276,2020,5,May,24,6,Sunday,2
2020-05-25,1277,2020,5,May,25,0,Monday,2
2020-05-26,1278,2020,5,May,26,1,Tuesday,2
2020-05-27,1279,2020,5,May,27,2,Wednesday,2
2020-05-28,1280,2020,5,May,28,3,Thursday,2
2020-05-29,1281,2020,5,May,29,4,Friday,2
2020-05-31,1282,2020,5,May,31,6,Sunday,2
2020-06-01,1283,2020,6,June,1,0,Monday,2
2020-06-02,1284,2020,6,June,2,1,Tuesday,2
2020-06-03,1285,2020,6,June,3,2,Wednesday,2
2020-06-04,1286,2020,6,June,4,3,Thursday,2
2020-06-05,1287,2020,6,June,5,4,Friday,2
2020-06-06,1288,2020,6,June,6,5,Saturday,2
2020-06-07,1289,2020,6,June,7,6,Sunday,2
2020-06-08,1290,2020,6,June,8,0,Monday,2
2020-06-10,1291,2020,6,June,10,2,Wednesday,2
2020-06-11,1292,2020,6,June,11,3,Thursday,2
2020-06-12,1293,2020,6,June,12,4,Friday,2
2020-06-13,1294,2020,6,June,13,5,Saturday,2
2020-06-15,1295,2020,6,June,15,0,Monday,2
2020-06-16,1296,2020,6,June,16,1,Tuesday,2
2020-06-17,1297,2020,6,June,17,2,Wednesday,2
2020-06-18,1298,2020,6,June,18,3,Thursday,2
2020-06-19,1299,2020,6,June,19,4,Friday,2
2020-06-20,1300,2020,6,June,20,5,Saturday,2
2020-06-21,1301,2020,6,June,21,6,Sunday,2
2020-06-22,1302,2020,6,June,22,0,Monday,2
2020-06-23,1303,2020,6,June,23,1,Tuesday,2
2020-06-24,1304,2020,6,June,24,2,Wednesday,2
2020-06-25,1305,2020,6,June,25,3,Thursday,2
2020-06-26,1306,2020,6,June,26,4,Friday,2
2020-06-27,1307,2020,6,June,27,5,Saturday,2
2020-06-28,1308,2020,6,June,28,6,Sunday,2
2020-06-29,1309,2020,6,June,29,0,Monday,2
2020-06-30,1310,2020,6,June,30,1,Tuesday,2
2020-07-01,1311,2020,7,July,1,2,Wednesday,3
2020-07-02,1312,2020,7,July,2,3,Thursday,3
2020-07-03,1313,2020,7,July,3,4,Friday,3
2020-07-04,1314,2020,7,July,4,5,Saturday,3
2020-07-05,1315,2020,7,July,5,6,Sunday,3
2020-07-06,1316,2020,7,July,6,0,Monday,3
2020-07-07,1317,2020,7,July,7,1,Tuesday,3
2020-07-08,1318,2020,7,July,8,2,Wednesday,3
2020-07-09,1319,2020,7,July,9,3,Thursday,3
2020-07-10,1320,2020,7,July,10,4,Friday,3
2020-07-11,1321,2020,7,July,11,5,Saturday,3
2020-07-14,1322,2020,7,July,14,1,Tuesday,3
2020-07-15,1323,2020,7,July,15,2,Wednesday,3
2020-07-16,1324,2020,7,July,16,3,Thursday,3
2020-07-17,1325,2020,7,July,17,4,Friday,3
2020-07-18,1326,2020,7,July,18,5,Saturday,3
2020-07-19,1327,2020,7,July,19,6,Sunday,3
2020-07-21,1328,2020,7,July,21,1,Tuesday,3
2020-07-22,1329,2020,7,July,22,2,Wednesday,3
2020-07-23,1330,2020,7,July,23,3,Thursday,3
2020-07-24,1331,2020,7,July,24,4,Friday,3
2020-07-25,1332,2020,7,July,25,5,Saturday,3
2020-07-26,1333,2020,7,July,26,6,Sunday,3
2020-07-28,1334,2020,7,July,28,1,Tuesday,3
2020-07-29,1335,2020,7,July,29,2,Wednesday,3
2020-07-30,1336,2020,7,July,30,3,Thursday,3
2020-07-31,1337,2020,7,July,31,4,Friday,3
2020-08-01,1338,2020,8,August,1,5,Saturday,3
2020-08-02,1339,2020,8,August,2,6,Sunday,3
2020-08-03,1340,2020,8,August,3,0,Monday,3
2020-08-04,1341,2020,8,August,4,1,Tuesday,3
2020-08-05,1342,2020,8,August,5,2,Wednesday,3
2020-08-06,1343,2020,8,August,6,3,Thursday,3
2020-08-07,1344,2020,8,August,7,4,Friday,3
2020-08-08,1345,2020,8,August,8,5,Saturday,3
2020-08-10,1346,2020,8,August,10,0,Monday,3
2020-08-11,1347,2020,8,August,11,1,Tuesday,3
2020-08-12,1348,2020,8,August,12,2,Wednesday,3
2020-08-13,1349,2020,8,August,13,3,Thursday,3
2020-08-14,1350,2020,8,August,14,4,Friday,3
2020-08-15,1351,2020,8,August,15,5,Saturday,3
2020-08-16,1352,2020,8,August,16,6,Sunday,3
2020-08-17,1353,2020,8,August,17,0,Monday,3
2020-08-18,1354,2020,8,August,18,1,Tuesday,3
2020-08-19,1355,2020,8,August,19,2,Wednesday,3
2020-08-20,1356,2020,8,August,20,3,Thursday,3
2020-08-21,1357,2020,8,August,21,4,Friday,3
2020-08-22,1358,2020,8,August,22,5,Saturday,3
2020-08-23,1359,2020,8,August,23,6,Sunday,3
2020-08-24,1360,2020,8,August,24,0,Monday,3
2020-08-25,1361,2020,8,August,25,1,Tuesday,3
2020-08-26,1362,2020,8,August,26,2,Wednesday,3
2020-08-27,1363,2020,8,August,27,3,Thursday,3
2020-08-28,1364,2020,8,August,28,4,Friday,3
2020-08-29,1365,2020,8,August,29,5,Saturday,3
2020-08-30,1366,2020,8,August,30,6,Sunday,3
2020-08-31,1367,2020,8,August,31,0,Monday,3
2020-09-01,1368,2020,9,September,1,1,Tuesday,3
2020-09-02,1369,2020,9,September,2,2,Wednesday,3
2020-09-03,1370,2020,9,September,3,3,Thursday,3
2020-09-04,1371,2020,9,September,4,4,Friday,3
2020-09-05,1372,2020,9,September,5,5,Saturday,3
2020-09-07,1373,2020,9,September,7,0,Monday,3
2020-09-08,1374,2020,9,September,8,1,Tuesday,3
2020-09-09,1375,2020,9,September,9,2,Wednesday,3
2020-09-10,1376,2020,9,September,10,3,Thursday,3
2020-09-11,1377,2020,9,September,11,4,Friday,3
2020-09-14,1378,2020,9,September,14,0,Monday,3
2020-09-15,1379,2020,9,September,15,1,Tuesday,3
2020-09-16,1380,2020,9,September,16,2,Wednesday,3
2020-09-17,1381,2020,9,September,17,3,Thursday,3
2020-09-18,1382,2020,9,September,18,4,Friday,3
2020-09-19,1383,2020,9,September,19,5,Saturday,3
2020-09-20,1384,2020,9,September,20,6,Sunday,3
2020-09-21,1385,2020,9,September,21,0,Monday,3
2020-09-22,1386,2020,9,September,22,1,Tuesday,3
2020-09-23,1387,2020,9,September,23,2,Wednesday,3
2020-09-24,1388,2020,9,September,24,3,Thursday,3
2020-09-25,1389,2020,9,September,25,4,Friday,3
2020-09-26,1390,2020,9,September,26,5,Saturday,3
2020-09-27,1391,2020,9,September,27,6,Sunday,3
2020-09-28,1392,2020,9,September,28,0,Monday,3
2020-09-29,1393,2020,9,September,29,1,Tuesday,3
2020-09-30,1394,2020,9,September,30,2,Wednesday,3
2020-10-01,1395,2020,10,October,1,3,Thursday,4
2020-10-02,1396,2020,10,October,2,4,Friday,4
2020-10-03,1397,2020,10,October,3,5,Saturday,4
2020-10-04,1398,2020,10,October,4,6,Sunday,4
2020-10-05,1399,2020,10,October,5,0,Monday,4
2020-10-06,1400,2020,10,October,6,1,Tuesday,4
2020-10-07,1401,2020,10,October,7,2,Wednesday,4
2020-10-08,1402,2020,10,October,8,3,Thursday,4
2020-10-09,1403,2020,10,October,9,4,Friday,4
2020-10-11,1404,2020,10,October,11,6,Sunday,4
2020-10-12,1405,2020,10,October,12,0,Monday,4
2020-10-13,1406,2020,10,October,13,1,Tuesday,4
2020-10-14,1407,2020,10,October,14,2,Wednesday,4
2020-10-15,1408,2020,10,October,15,3,Thursday,4
2020-10-16,1409,2020,10,October,16,4,Friday,4
2020-10-17,1410,2020,10,October,17,5,Saturday,4
2020-10-18,1411,2020,10,October,18,6,Sunday,4
2020-10-19,1412,2020,10,October,19,0,Monday,4
2020-10-20,1413,2020,10,October,20,1,Tuesday,4
2020-10-21,1414,2020,10,October,21,2,Wednesday,4
2020-10-22,1415,2020,10,October,22,3,Thursday,4
2020-10-23,1416,2020,10,October,23,4,Friday,4
2020-10-24,1417,2020,10,October,24,5,Saturday,4
2020-10-25,1418,2020,10,October,25,6,Sunday,4
2020-10-26,1419,2020,10,October,26,0,Monday,4
2020-10-27,1420,2020,10,October,27,1,Tuesday,4
2020-10-28,1421,2020,10,October,28,2,Wednesday,4
2020-10-29,1422,2020,10,October,29,3,Thursday,4
2020-10-30,1423,2020,10,October,30,4,Friday,4
2020-10-31,1424,2020,10,October,31,5,Saturday,4
2020-11-01,1425,2020,11,November,1,6,Sunday,4
2020-11-02,1426,2020,11,November,2,0,Monday,4
2020-11-03,1427,2020,11,November,3,1,Tuesday,4
2020-11-04,1428,2020,11,November,4,2,Wednesday,4
2020-11-05,1429,2020,11,November,5,3,Thursday,4
2020-11-06,1430,2020,11,November,6,4,Friday,4
2020-11-10,1431,2020,11,November,10,1,Tuesday,4
2020-11-11,1432,2020,11,November,11,2,Wednesday,4
2020-11-12,1433,2020,11,November,12,3,Thursday,4
2020-11-13,1434,2020,11,November,13,4,Friday,4
2020-11-14,1435,2020,11,November,14,5,Saturday,4
2020-11-15,1436,2020,11,November,15,6,Sunday,4
2020-11-16,1437,2020,11,November,16,0,Monday,4
2020-11-17,1438,2020,11,November,17,1,Tuesday,4
2020-11-18,1439,2020,11,November,18,2,Wednesday,4
2020-11-19,1440,2020,11,November,19,3,Thursday,4
2020-11-20,1441,2020,11,November,20,4,Friday,4
2020-11-22,1442,2020,11,November,22,6,Sunday,4
2020-11-23,1443,2020,11,November,23,0,Monday,4
2020-11-24,1444,2020,11,November,24,1,Tuesday,4
2020-11-25,1445,2020,11,November,25,2,Wednesday,4
2020-11-26,1446,2020,11,November,26,3,Thursday,4
2020-11-27,1447,2020,11,November,27,4,Friday,4
2020-11-29,1448,2020,11,November,29,6,Sunday,4
2020-11-30,1449,2020,11,November,30,0,Monday,4
2020-12-01,1450,2020,12,December,1,1,Tuesday,4
2020-12-02,1451,2020,12,December,2,2,Wednesday,4
2020-12-03,1452,2020,12,December,3,3,Thursday,4
2020-12-04,1453,2020,12,December,4,4,Friday,4
2020-12-05,1454,2020,12,December,5,5,Saturday,4
2020-12-07,1455,2020,12,December,7,0,Monday,4
2020-12-08,1456,2020,12,December,8,1,Tuesday,4
2020-12-09,1457,2020,12,December,9,2,Wednesday,4
2020-12-10,1458,2020,12,December,10,3,Thursday,4
2020-12-11,1459,2020,12,December,11,4,Friday,4
2020-12-12,1460,2020,12,December,12,5,Saturday,4
2020-12-13,1461,2020,12,December,13,6,Sunday,4
2020-12-14,1462,2020,12,December,14,0,Monday,4
2020-12-15,1463,2020,12,December,15,1,Tuesday,4
2020-12-16,1464,2020,12,December,16,2,Wednesday,4
2020-12-17,1465,2020,12,December,17,3,Thursday,4
2020-12-18,1466,2020,12,December,18,4,Friday,4
2020-12-19,1467,2020,12,December,19,5,Saturday,4
2020-12-20,1468,2020,12,December,20,6,Sunday,4
2020-12-21,1469,2020,12,December,21,0,Monday,4
2020-12-22,1470,2020,12,December,22,1,Tuesday,4
2020-12-23,1471,2020,12,December,23,2,Wednesday,4
2020-12-24,1472,2020,12,December,24,3,Thursday,4
2020-12-25,1473,2020,12,December,25,4,Friday,4
2020-12-26,1474,2020,12,December,26,5,Saturday,4
2020-12-27,1475,2020,12,December,27,6,Sunday,4
2020-12-28,1476,2020,12,December,28,0,Monday,4
2020-12-30,1477,2020,12,December,30,2,Wednesday,4
2020-12-31,1478,2020,12,December,31,3,Thursday,4
2021-01-01,1479,2021,1,January,1,4,Friday,1
2021-01-02,1480,2021,1,January,2,5,Saturday,1
2021-01-03,1481,2021,1,January,3,6,Sunday,1
2021-01-04,1482,2021,1,January,4,0,Monday,1
2021-01-05,1483,2021,1,January,5,1,Tuesday,1
2021-01-06,1484,2021,1,January,6,2,Wednesday,1
2021-01-07,1485,2021,1,January,7,3,Thursday,1
2021-01-08,1486,2021,1,January,8,4,Friday,1
2021-01-10,1487,2021,1,January,10,6,Sunday,1
2021-01-11,1488,2021,1,January,11,0,Monday,1
2021-01-12,1489,2021,1,January,12,1,Tuesday,1
2021-01-13,1490,2021,1,January,13,2,Wednesday,1
2021-01-14,1491,2021,1,January,14,3,Thursday,1
2021-01-15,1492,2021,1,January,15,4,Friday,1
2021-01-16,1493,2021,1,January,16,5,Saturday,1
2021-01-18,1494,2021,1,January,18,0,Monday,1
2021-01-19,1495,2021,1,January,19,1,Tuesday,1
2021-01-20,1496,2021,1,January,20,2,Wednesday,1
2021-01-21,1497,2021,1,January,21,3,Thursday,1
2021-01-22,1498,2021,1,January,22,4,Friday,1
2021-01-26,1499,2021,1,January,26,1,Tuesday,1
2021-01-27,1500,2021,1,January,27,2,Wednesday,1
2021-01-28,1501,2021,1,January,28,3,Thursday,1
2021-01-29,1502,2021,1,January,29,4,Friday,1
2021-01-31,1503,2021,1,January,31,6,Sunday,1
2021-02-01,1504,2021,2,February,1,0,Monday,1
2021-02-02,1505,2021,2,February,2,1,Tuesday,1
2021-02-03,1506,2021,2,February,3,2,Wednesday,1
2021-02-05,1507,2021,2,February,5,4,Friday,1
2021-02-06,1508,2021,2,February,6,5,Saturday,1
2021-02-07,1509,2021,2,February,7,6,Sunday,1
2021-02-08,1510,2021,2,February,8,0,Monday,1
2021-02-09,1511,2021,2,February,9,1,Tuesday,1
2021-02-10,1512,2021,2,February,10,2,Wednesday,1
2021-02-11,1513,2021,2,February,11,3,Thursday,1
2021-02-12,1514,2021,2,February,12,4,Friday,1
2021-02-13,1515,2021,2,February,13,5,Saturday,1
2021-02-14,1516,2021,2,February,14,6,Sunday,1
2021-02-15,1517,2021,2,February,15,0,Monday,1
2021-02-16,1518,2021,2,February,16,1,Tuesday,1
2021-02-17,1519,2021,2,February,17,2,Wednesday,1
2021-02-18,1520,2021,2,February,18,3,Thursday,1
2021-02-19,1521,2021,2,February,19,4,Friday,1
2021-02-20,1522,2021,2,February,20,5,Saturday,1
2021-02-21,1523,2021,2,February,21,6,Sunday,1
2021-02-22,1524,2021,2,February,22,0,Monday,1
2021-02-23,1525,2021,2,February,23,1,Tuesday,1
2021-02-24,1526,2021,2,February,24,2,Wednesday,1
2021-02-25,1527,2021,2,February,25,3,Thursday,1
